Variable_1,Variable_2,Lag,Correlation,P-value,Significant (p < 0.05)
scooterRiding,swimmingKm,next_4_days,0.09400537329645903,3.22955043158403e-05,True
climbingMaxEffortIntensity,cycling,next_day,0.09376132695371255,3.386200574102131e-05,True
manicTimeDelta_corrected,wholeArm,next_3_days,0.0930505350500566,3.8845731901631456e-05,True
tracker_mean_denivelation,climbingMeanEffortIntensity,next_4_days,0.09302420607397179,6.862680374160827e-05,True
tracker_mean_denivelation,climbing,next_2_days,0.09292442563350113,6.987578420841034e-05,True
swimming,scooterRiding,next_day,0.09278729847783974,4.086209730270918e-05,True
swimming,scooterRiding,next_3_days,0.09263326882726478,4.208756154289294e-05,True
whatPulseT_corrected,swimming,next_5_days,0.09262488665426974,4.215524014056935e-05,True
scooterRiding,whatPulseT_corrected,next_4_days,0.09179745454340837,4.936820267643177e-05,True
whatPulseT_corrected,swimming,same_day,0.0914935109645399,5.2068623622679494e-05,True
swimming,whatPulseT_corrected,same_day,0.09149351096453989,5.2068623622679494e-05,True
climbingMeanEffortIntensity,tracker_mean_denivelation,next_5_days,0.09114099707303487,9.406682371052403e-05,True
swimming,whatPulseT_corrected,next_3_days,0.09078984964552443,5.973292965152086e-05,True
wholeArm,scooterRiding,next_day,0.09012008144357442,6.7727484541974e-05,True
scooterRiding,swimmingKm,next_2_days,0.09007800576242465,6.826208249807134e-05,True
tracker_mean_distance,tracker_mean_denivelation,next_day,0.09001380062014225,0.00011682846076959488,True
scooterRiding,swimmingKm,next_3_days,0.08999264662149994,6.935890499995209e-05,True
timeDrivingCar,tracker_mean_distance,next_day,0.08993865514217415,7.006124832799493e-05,True
swimmingKm,scooterRiding,next_5_days,0.08976677244896122,7.234220721669269e-05,True
whatPulseT_corrected,wholeArm,same_day,0.0896116459606263,7.414416935002704e-05,True
wholeArm,whatPulseT_corrected,same_day,0.08961164596062629,7.414416935002704e-05,True
whatPulseT_corrected,swimmingKm,same_day,0.08949649922458015,7.574853648027692e-05,True
swimmingKm,whatPulseT_corrected,same_day,0.08949649922458015,7.574853648027692e-05,True
tracker_mean_denivelation,climbingMaxEffortIntensity,next_2_days,0.08872050442551077,0.00014700719637473556,True
swimming,whatPulseT_corrected,next_2_days,0.08803981186144114,9.95027950256744e-05,True
whatPulseT_corrected,swimmingKm,next_3_days,0.08749283860520399,0.00010994388192428072,True
tracker_mean_denivelation,climbing,next_day,0.08739491772156757,0.00018465527508230593,True
manicTimeDelta_corrected,wholeArm,next_4_days,0.0872677986616161,0.00011453258296627726,True
whatPulseT_corrected,swimmingKm,next_4_days,0.08642755878069688,0.00013331049258439963,True
tracker_mean_denivelation,climbingMaxEffortIntensity,next_day,0.08621477310067978,0.00022562243239086996,True
tracker_mean_denivelation,tracker_mean_distance,next_2_days,0.08606466161001788,0.0002314058542513227,True
tracker_mean_denivelation,timeDrivingCar,next_day,0.08592745553728814,0.00023681339085335703,True
scooterRiding,whatPulseT_corrected,next_3_days,0.08574677193093594,0.0001506125697016217,True
swimmingKm,scooterRiding,next_2_days,0.08537779809275559,0.0001608516122735227,True
manicTimeDelta_corrected,wholeArm,next_5_days,0.08474103329620869,0.00018007682853608375,True
swimmingKm,manicTimeDelta_corrected,next_3_days,0.08473580212967224,0.00018024335715739805,True
tracker_mean_denivelation,timeDrivingCar,next_3_days,0.08439745952833747,0.00030569920472404706,True
foreheadEyesPain,scooterRiding,next_5_days,0.083929240655543,0.00020772345167607977,True
foreheadEyesPain,scooterRiding,next_day,0.08388506082920931,0.00020933687549441299,True
tracker_mean_denivelation,climbingMeanEffortIntensity,next_day,0.08386917583725081,0.0003335535025822204,True
scooterRiding,foreheadEyesPain,next_5_days,0.08381503599305587,0.00021191825824152104,True
foreheadEyesPain,scooterRiding,next_3_days,0.08366075434145773,0.00021771144523650287,True
tracker_mean_denivelation,timeDrivingCar,next_4_days,0.0835636157559256,0.0003507298540286447,True
swimmingKm,scooterRiding,next_4_days,0.08355105705520958,0.0002219205364178204,True
foreheadEyesPain,scooterRiding,next_2_days,0.08306842342408205,0.00024136221275001198,True
manicTimeDelta_corrected,swimmingKm,next_2_days,0.08300634274618003,0.00024397581028972923,True
timeDrivingCar,climbingMeanEffortIntensity,next_day,0.08286522700962334,0.00025001579882149666,True
manicTimeDelta_corrected,viaFerrata,next_5_days,0.08285361728915427,0.000250518902983131,True
foreheadEyesPain,scooterRiding,next_4_days,0.0827468928592344,0.000255188433929725,True
timeDrivingCar,climbing,next_day,0.08265828837922536,0.0002591269931558479,True
tracker_mean_denivelation,timeDrivingCar,next_5_days,0.08238836242839082,0.00042479832960409233,True
climbing,cycling,next_day,0.08229449101657828,0.0002759028412351852,True
tracker_mean_denivelation,tracker_mean_distance,next_day,0.08217608265776147,0.0004396428966724327,True
climbingMeanEffortIntensity,tracker_mean_denivelation,next_3_days,0.08209838786931077,0.0004403836748847647,True
scooterRiding,foreheadEyesPain,next_4_days,0.08204651552577091,0.000287914934807157,True
whatPulseT_corrected,swimming,next_4_days,0.081455824443328,0.00031852898970559574,True
scooterRiding,foreheadEyesPain,next_3_days,0.08144201092289777,0.00031928007435845946,True
swimming,manicTimeDelta_corrected,next_2_days,0.08108094906324147,0.00033950969799809936,True
timeDrivingCar,climbingMaxEffortIntensity,next_4_days,0.08074383850786598,0.00035947333754163594,True
climbing,tracker_mean_denivelation,next_2_days,0.08052374770270566,0.0005688572451844759,True
timeDrivingCar,climbingMeanEffortIntensity,next_5_days,0.08047232540424631,0.00037634419541048274,True
surfing,whatPulseT_corrected,next_3_days,0.0802680567018666,0.0003895211287089488,True
whatPulseT_corrected,swimming,next_day,0.08018182238914658,0.0003952122058904543,True
swimmingKm,scooterRiding,next_3_days,0.0801165315492345,0.00039957264522362486,True
viaFerrata,timeDrivingCar,next_day,0.0797106760826137,0.000427700895886523,True
timeDrivingCar,climbing,next_3_days,0.07967168391594451,0.0004304984069394422,True
tracker_mean_distance,timeDrivingCar,next_2_days,0.07935410565620035,0.0004539271794586816,True
swimmingKm,scooterRiding,next_day,0.0793348867173373,0.00045538249760356425,True
swimmingKm,whatPulseT_corrected,next_day,0.07916369172889488,0.0004685392494131779,True
scooterRiding,foreheadEyesPain,next_2_days,0.07913121207967841,0.0004710750406827357,True
timeDrivingCar,cycling,next_4_days,0.07911172079817946,0.00047260292419329847,True
manicTimeDelta_corrected,swimmingKm,next_day,0.07892314641516766,0.0004876252990948441,True
whatPulseT_corrected,surfing,next_day,0.07866722349097877,0.0005087253266494423,True
surfing,whatPulseT_corrected,next_day,0.0785941545138101,0.0005149039039391216,True
cycling,timeDrivingCar,next_5_days,0.07856350825557962,0.0005175160401249413,True
manicTimeDelta_corrected,scooterRiding,next_2_days,0.07851691823271464,0.0005215107970357548,True
cycling,climbingDenivelation,next_day,0.07819483188335476,0.0005499226909274372,True
manicTimeDelta_corrected,scooterRiding,next_day,0.07800872693034544,0.0005669895196432922,True
cycling,timeDrivingCar,next_4_days,0.07762669609079396,0.0006035790629762505,True
swimmingKm,manicTimeDelta_corrected,next_5_days,0.07754873292761949,0.0006113108884085715,True
timeDrivingCar,climbing,next_2_days,0.07731101546136836,0.0006354582327225845,True
cycling,viaFerrata,next_3_days,0.0771264519103026,0.0006548144032589243,True
surfing,manicTimeDelta_corrected,next_3_days,0.0771218521826281,0.0006553037257797163,True
manicTimeDelta_corrected,viaFerrata,next_4_days,0.07701127263089373,0.0006671700253857138,True
whatPulseT_corrected,swimming,next_3_days,0.07648339048093161,0.0007266181722403724,True
tracker_mean_distance,viaFerrata,same_day,0.07625854249016238,0.0007510407500580108,True
viaFerrata,tracker_mean_distance,same_day,0.07625854249016237,0.0007510407500580108,True
tracker_mean_denivelation,tracker_mean_distance,next_5_days,0.07610473858884734,0.0011356004562501955,True
swimmingKm,manicTimeDelta_corrected,next_4_days,0.07610189214436842,0.0007726021458731734,True
tracker_mean_denivelation,climbingMeanEffortIntensity,next_3_days,0.07570468338174632,0.0012061458400959638,True
foreheadEyesPain,whatPulseT_corrected,next_5_days,0.07562627153844662,0.000833711010838502,True
scooterRiding,foreheadEyesPain,next_day,0.07555777822644624,0.0008428714140202963,True
foreheadEyesPain,scooterRiding,same_day,0.07521146470761297,0.0008879118610223424,True
scooterRiding,foreheadEyesPain,same_day,0.07521146470761297,0.0008879118610223424,True
manicTimeDelta_corrected,scooterRiding,next_3_days,0.07518429490274242,0.0008944841228629715,True
tracker_mean_denivelation,climbingMeanEffortIntensity,same_day,0.07504778800224515,0.0013267430232031304,True
climbingMeanEffortIntensity,tracker_mean_denivelation,same_day,0.07504778800224515,0.0013267430232031304,True
tracker_mean_denivelation,climbingMeanEffortIntensity,next_2_days,0.07500517450467638,0.001339293780953313,True
whatPulseT_corrected,wholeArm,next_day,0.0748732961290332,0.0009396792700795972,True
manicTimeDelta_corrected,surfing,next_day,0.07420224244896516,0.0010444899677937442,True
surfing,whatPulseT_corrected,next_2_days,0.07413225608569457,0.001056022019242822,True
swimmingKm,manicTimeDelta_corrected,next_day,0.07411400003940993,0.0010590494687806506,True
timeDrivingCar,climbingMeanEffortIntensity,next_4_days,0.07374783958100559,0.001121490864496128,True
surfing,manicTimeDelta_corrected,next_2_days,0.07373850208926484,0.0011231267754537675,True
climbingMaxEffortIntensity,tracker_mean_denivelation,next_2_days,0.07369930920791581,0.0016151554991168458,True
timeDrivingCar,climbingMeanEffortIntensity,next_2_days,0.07305431718159436,0.0012491722446225453,True
whatPulseT_corrected,cycling,same_day,0.07261449204940108,0.0013331355037738725,True
cycling,whatPulseT_corrected,same_day,0.07261449204940108,0.0013331355037738725,True
whatPulseT_corrected,swimming,next_2_days,0.07246072352319322,0.001368970640172376,True
scooterRiding,whatPulseT_corrected,next_2_days,0.07243952192593459,0.0013734391860620973,True
timeDrivingCar,cycling,next_5_days,0.07228891546366245,0.0014055706348068727,True
climbingDenivelation,tracker_mean_denivelation,next_2_days,0.07223657611982696,0.00199881369237671,True
cycling,tracker_mean_denivelation,next_4_days,0.0720514231978665,0.0020413137372851816,True
swimming,manicTimeDelta_corrected,next_3_days,0.07203729950267981,0.0014608010819927397,True
surfing,whatPulseT_corrected,next_4_days,0.07186621740563304,0.0014994880931551273,True
timeDrivingCar,tracker_mean_denivelation,next_2_days,0.07179905905797267,0.0021288476754712897,True
manicTimeDelta_corrected,scooterRiding,next_4_days,0.0717566562792718,0.001524756385993271,True
whatPulseT_corrected,foreheadEyesPain,same_day,0.0712537625745481,0.0016412994873286149,True
foreheadEyesPain,whatPulseT_corrected,same_day,0.0712537625745481,0.0016412994873286149,True
manicTimeDelta_corrected,scooterRiding,next_5_days,0.0712094902796868,0.0016569179205324872,True
surfing,manicTimeDelta_corrected,next_day,0.07116911451099911,0.0016670758394561182,True
manicTimeDelta_corrected,swimming,next_5_days,0.07098390422502676,0.0017144096047060735,True
timeDrivingCar,cycling,next_3_days,0.07082903261707804,0.001754934595729983,True
tracker_mean_denivelation,timeDrivingCar,next_2_days,0.07067474258796252,0.0025130605939165974,True
surfing,manicTimeDelta_corrected,next_4_days,0.07033807557431634,0.0018892901084893766,True
scooterRiding,swimming,next_day,0.07028863787901873,0.0019033297380564196,True
timeDrivingCar,climbingMaxEffortIntensity,next_day,0.07022627190713276,0.0019211773844074885,True
cycling,viaFerrata,next_day,0.07020955806460802,0.0019259865085931873,True
scooterRiding,whatPulseT_corrected,next_day,0.0698447689783973,0.002033738759925163,True
timeDrivingCar,climbingDenivelation,next_5_days,0.06939812070983001,0.0021731880708709328,True
manicTimeDelta_corrected,swimming,next_2_days,0.06919802262904542,0.002238457677557784,True
manicTimeDelta_corrected,swimming,next_day,0.06900443821741978,0.002303306034309342,True
surfing,whatPulseT_corrected,next_5_days,0.0688968035827758,0.0023401016890726013,True
swimming,whatPulseT_corrected,next_day,0.06872607883543067,0.0023995696042505834,True
swimming,manicTimeDelta_corrected,next_4_days,0.06863100102045165,0.0024332838660058678,True
swimming,manicTimeDelta_corrected,next_5_days,0.0680730816755578,0.002640001668247281,True
kneePain,surfing,next_5_days,0.06732630085245209,0.002941806568998317,True
swimmingKm,viaFerrata,next_3_days,0.06725866726164716,0.00297063778732435,True
manicTimeDelta_corrected,swimmingKm,next_3_days,0.066804120842843,0.0031711835624329498,True
manicTimeDelta_corrected,scooterRiding,same_day,0.06676349875161806,0.0031818853621839215,True
scooterRiding,manicTimeDelta_corrected,same_day,0.06676349875161806,0.0031818853621839215,True
foreheadEyesPain,whatPulseT_corrected,next_4_days,0.06653993197497388,0.0032933344161026174,True
wholeArm,swimming,next_5_days,0.06619953926344205,0.0034570295431188003,True
viaFerrata,foreheadEyesPain,next_day,0.0658170776592853,0.0036497586680651973,True
viaFerrata,foreheadEyesPain,next_2_days,0.06545791025082705,0.003839585983240214,True
kneePain,surfing,next_4_days,0.06534476168742016,0.0039012180534566845,True
climbing,tracker_mean_denivelation,next_day,0.06499265251355364,0.0054518891494113614,True
wholeArm,whatPulseT_corrected,next_day,0.06494717553704572,0.004124969942697022,True
whatPulseT_corrected,foreheadEyesPain,next_3_days,0.06473441083836556,0.00424943031933099,True
timeDrivingCar,climbingMaxEffortIntensity,next_3_days,0.06455010472459763,0.0043599835444727,True
surfing,manicTimeDelta_corrected,next_5_days,0.06437130776489805,0.004469715241684471,True
timeDrivingCar,climbingMeanEffortIntensity,next_3_days,0.06388805373706914,0.004778922811799953,True
scooterRiding,swimming,same_day,0.06381338367507876,0.004817513841619849,True
swimming,scooterRiding,same_day,0.06381338367507876,0.004817513841619849,True
foreheadEyesPain,whatPulseT_corrected,next_3_days,0.06357004050597914,0.004992822487578282,True
cycling,tracker_mean_denivelation,next_5_days,0.06350304008419089,0.006563914924366599,True
whatPulseT_corrected,foreheadEyesPain,next_4_days,0.06348028789921466,0.005054736885339667,True
cycling,viaFerrata,next_4_days,0.06333774948502997,0.005154491110961742,True
whatPulseT_corrected,foreheadEyesPain,next_day,0.062963376870913,0.005425013229315102,True
wholeArm,swimming,next_3_days,0.06286624279699242,0.005497263831536048,True
manicTimeDelta_corrected,swimming,next_4_days,0.06277993508945859,0.005562188417732477,True
timeDrivingCar,climbingMaxEffortIntensity,next_2_days,0.06275669902638246,0.00557978536471766,True
manicTimeDelta_corrected,swimming,next_3_days,0.062276495073561935,0.005954867516278388,True
whatPulseT_corrected,foreheadEyesPain,next_2_days,0.06203377602448296,0.006152961492518868,True
climbingMaxEffortIntensity,tracker_mean_denivelation,next_day,0.061666029985500054,0.008376064927315043,True
wholeArm,swimming,next_4_days,0.06141774233755516,0.006682620702897541,True
manicTimeDelta_corrected,viaFerrata,next_3_days,0.06130491176754816,0.006783954164751726,True
viaFerrata,foreheadEyesPain,next_3_days,0.061196956115366234,0.00688219896089117,True
foreheadEyesPain,whatPulseT_corrected,next_2_days,0.061138426931042114,0.006935995573197959,True
viaFerrata,foreheadEyesPain,next_4_days,0.06088554858880927,0.007172790455729989,True
kneePain,surfing,next_2_days,0.06087503227958645,0.00718279310737301,True
timeDrivingCar,climbingDenivelation,next_4_days,0.06081676780393551,0.007238438727468203,True
scooterRiding,swimmingKm,next_day,0.0606260439595296,0.007423303896466019,True
manicTimeDelta_corrected,swimmingKm,next_5_days,0.06043270310635467,0.00761501365845701,True
timeDrivingCar,climbingDenivelation,next_day,0.0600855017541082,0.007970447020465753,True
cycling,manicTimeDelta_corrected,same_day,0.05972102681801281,0.00834278854259723,True
manicTimeDelta_corrected,cycling,same_day,0.05972102681801279,0.00834278854259723,True
scooterRiding,swimmingKm,same_day,0.059553785301435486,0.00852662599425646,True
swimmingKm,scooterRiding,same_day,0.05955378530143548,0.00852662599425646,True
whatPulseT_corrected,foreheadEyesPain,next_5_days,0.05936110948403124,0.0087601876768364,True
swimmingKm,manicTimeDelta_corrected,same_day,0.05914361419741859,0.00899291120913831,True
manicTimeDelta_corrected,swimmingKm,same_day,0.05914361419741858,0.00899291120913831,True
kneePain,surfing,next_3_days,0.058770750616181935,0.009454709109656711,True
swimming,manicTimeDelta_corrected,next_day,0.058601628242508176,0.009662514220975398,True
manicTimeDelta_corrected,swimmingKm,next_4_days,0.05819964737380008,0.01017285069889669,True
cycling,tracker_mean_denivelation,next_3_days,0.05797033066345361,0.013153112052753125,True
viaFerrata,foreheadEyesPain,next_5_days,0.05771182169923385,0.010824281856098922,True
manicTimeDelta_corrected,viaFerrata,next_2_days,0.057442346531060534,0.011199797717055444,True
kneePain,tracker_mean_distance,same_day,0.056993652682403376,0.011829033807727724,True
tracker_mean_distance,kneePain,same_day,0.05699365268240336,0.011829033807727724,True
cycling,timeDrivingCar,next_3_days,0.0565943435414453,0.012458028223838846,True
tracker_mean_distance,cycling,next_4_days,0.05653606465224274,0.012548924837338283,True
cycling,tracker_mean_denivelation,next_2_days,0.05630466450868426,0.01605882680073768,True
wholeArm,whatPulseT_corrected,next_2_days,0.05608468638001754,0.013273028973274825,True
swimmingKm,viaFerrata,next_4_days,0.055657558356688605,0.013991966957293005,True
whatPulseT_corrected,wholeArm,next_2_days,0.05477267567689728,0.015591511097329615,True
climbing,timeDrivingCar,next_3_days,0.054303752589407436,0.016502650966054334,True
tracker_mean_distance,cycling,next_5_days,0.054149251298054146,0.01681292388971998,True
cycling,viaFerrata,next_5_days,0.05355694651406075,0.018050310691676633,True
climbingMeanEffortIntensity,timeDrivingCar,next_4_days,0.05326425962685391,0.01869067025066398,True
climbingMeanEffortIntensity,timeDrivingCar,next_5_days,0.05315616223160494,0.018932146046969377,True
manicTimeDelta_corrected,swimming,same_day,0.05302683833201509,0.019193675202567057,True
swimming,manicTimeDelta_corrected,same_day,0.05302683833201509,0.019193675202567057,True
wholeArm,swimming,next_2_days,0.05273071343844567,0.01990921822155616,True
climbingMaxEffortIntensity,timeDrivingCar,next_3_days,0.052520444699771913,0.020408153776096373,True
timeDrivingCar,tracker_mean_denivelation,next_day,0.05245430112388084,0.02495585727512879,True
whatPulseT_corrected,scooterRiding,next_day,0.051938051449788664,0.021847386381944233,True
climbing,timeDrivingCar,next_4_days,0.0515689340189712,0.022804576808233366,True
timeDrivingCar,climbingDenivelation,next_3_days,0.05094170910833437,0.024514690616381382,True
climbing,timeDrivingCar,next_5_days,0.050819008012273785,0.024861916640950592,True
tracker_mean_distance,climbingDenivelation,same_day,0.05050947343581811,0.025718813052354815,True
climbingDenivelation,tracker_mean_distance,same_day,0.050509473435818096,0.025718813052354815,True
climbingMeanEffortIntensity,timeDrivingCar,next_3_days,0.05047744826750221,0.02585098077654992,True
wholeArm,swimmingKm,next_5_days,0.050304210413636724,0.02636549884710531,True
climbingMaxEffortIntensity,timeDrivingCar,next_4_days,0.04982737144653558,0.027827615934495994,True
climbingMaxEffortIntensity,timeDrivingCar,next_5_days,0.049736982076201045,0.028112512942247016,True
climbingDenivelation,cycling,next_day,0.049523752464032,0.02879455765928434,True
climbingDenivelation,tracker_mean_denivelation,next_day,0.04929007144347999,0.03514664072944636,True
timeDrivingCar,cycling,next_2_days,0.04845769007981034,0.032421971691261396,True
climbingMeanEffortIntensity,tracker_mean_denivelation,next_2_days,0.04821815238267467,0.039268555717449624,True
cycling,timeDrivingCar,next_2_days,0.047517161001463595,0.03594032019454594,True
swimmingKm,viaFerrata,next_5_days,0.04746255238220721,0.03615422952683587,True
tracker_mean_denivelation,cycling,next_5_days,0.04733162046393366,0.04314433135749267,True
kneePain,surfing,next_day,0.04729186950382636,0.036829822593054715,True
foreheadEyesPain,whatPulseT_corrected,next_day,0.04725477935178897,0.03697804463930614,True
tracker_mean_denivelation,cycling,next_4_days,0.046958097892687845,0.0448207239133104,True
climbing,timeDrivingCar,next_2_days,0.046937079039561874,0.03826857938896726,True
wholeArm,whatPulseT_corrected,next_4_days,0.04685538584610338,0.03860654455786838,True
timeDrivingCar,climbingDenivelation,next_2_days,0.04685476018174728,0.038609142682912226,True
wholeArm,whatPulseT_corrected,next_3_days,0.046132983919883935,0.04170693299372205,True
wholeArm,swimmingKm,next_4_days,0.04611820087075903,0.04177251607416008,True
tracker_mean_distance,climbing,same_day,0.04580077203881562,0.04314829064799957,True
climbing,tracker_mean_distance,same_day,0.04580077203881561,0.04314829064799957,True
tracker_mean_distance,cycling,next_3_days,0.0457986430265355,0.043211658690439726,True
wholeArm,whatPulseT_corrected,next_5_days,0.044761272731331236,0.04817517422767304,True
scooterRiding,whatPulseT_corrected,same_day,0.044735047037670075,0.048249050648320975,True
whatPulseT_corrected,scooterRiding,same_day,0.04473504703767007,0.048249050648320975,True
timeDrivingCar,whatPulseT_corrected,next_day,-0.0446217951517915,0.04887768605175298,True
tracker_mean_distance,surfing,next_day,-0.044783440523230855,0.04806430533334164,True
swimmingKm,climbingDenivelation,next_2_days,-0.04491929945656739,0.04738949699290375,True
wholeArm,tracker_mean_distance,next_3_days,-0.04516777013310101,0.0461759372195177,True
swimmingKm,cycling,next_2_days,-0.04518846682126977,0.04607604268983974,True
foreheadEyesPain,climbingMaxEffortIntensity,next_4_days,-0.04522706292744634,0.04589024068381477,True
tracker_mean_distance,viaFerrata,next_3_days,-0.04555504141632173,0.04433665321184027,True
surfing,tracker_mean_distance,next_3_days,-0.04558390613958996,0.0442020740783274,True
kneePain,climbingMaxEffortIntensity,next_day,-0.045625358487918564,0.04400940905616404,True
manicTimeDelta_corrected,climbing,next_5_days,-0.04569515008076189,0.04368662749415086,True
manicTimeDelta_corrected,climbing,next_3_days,-0.04571718815543429,0.04358511878966361,True
tracker_mean_distance,viaFerrata,next_4_days,-0.04577041424464885,0.04334077691623901,True
wholeArm,climbingMeanEffortIntensity,next_day,-0.04590626205445768,0.04272238567503344,True
climbingDenivelation,swimmingKm,same_day,-0.046013217226844934,0.04218789988129533,True
swimmingKm,climbingDenivelation,same_day,-0.046013217226844934,0.04218789988129533,True
kneePain,viaFerrata,next_4_days,-0.04607942163908932,0.04194496977221529,True
climbingMeanEffortIntensity,kneePain,same_day,-0.046182485422380556,0.04143569050846623,True
kneePain,climbingMeanEffortIntensity,same_day,-0.04618248542238058,0.041435690508465454,True
tracker_mean_denivelation,swimmingKm,next_5_days,-0.04625298112321652,0.048135107603149145,True
swimming,cycling,next_3_days,-0.046283011030778747,0.041046270599176815,True
climbing,manicTimeDelta_corrected,next_2_days,-0.046312732288930195,0.04091644638208829,True
swimmingKm,climbingMeanEffortIntensity,same_day,-0.046380267333400796,0.04057117727176079,True
climbingMeanEffortIntensity,swimmingKm,same_day,-0.046380267333400796,0.04057117727176079,True
swimming,climbing,next_3_days,-0.0464835112094947,0.040177194050750056,True
wholeArm,tracker_mean_distance,next_4_days,-0.04655891960758552,0.039854393473737496,True
tracker_mean_denivelation,whatPulseT_corrected,next_5_days,-0.0466250992449353,0.04636120464785454,True
climbingMaxEffortIntensity,cycling,same_day,-0.04691227358966987,0.038321242029906125,True
cycling,climbingMaxEffortIntensity,same_day,-0.04691227358966989,0.038321242029906125,True
manicTimeDelta_corrected,climbingMeanEffortIntensity,next_3_days,-0.04711710052113611,0.03753269260662654,True
swimming,climbingMeanEffortIntensity,next_5_days,-0.04730453690759665,0.0367793162742507,True
tracker_mean_distance,viaFerrata,next_5_days,-0.047340704020515094,0.03663543837155867,True
kneePain,timeDrivingCar,same_day,-0.047461373555784225,0.036111064520539964,True
timeDrivingCar,kneePain,same_day,-0.047461373555784225,0.036111064520539964,True
climbingDenivelation,cycling,same_day,-0.047465089771300685,0.03609648440246198,True
cycling,climbingDenivelation,same_day,-0.0474650897713007,0.03609648440246198,True
surfing,timeDrivingCar,next_2_days,-0.04750363663344409,0.03599319625565653,True
surfing,tracker_mean_distance,next_2_days,-0.04751042223065982,0.035966658407911675,True
tracker_mean_distance,wholeArm,next_2_days,-0.047600664789141156,0.03561531019279918,True
manicTimeDelta_corrected,climbing,next_4_days,-0.04766118804189891,0.035381313002638165,True
foreheadEyesPain,climbingMeanEffortIntensity,next_day,-0.04766669918533499,0.03536007088739203,True
wholeArm,tracker_mean_distance,next_5_days,-0.04793480948248262,0.03433972004385254,True
climbingMeanEffortIntensity,kneePain,next_3_days,-0.04825669357002579,0.03314802786393424,True
surfing,swimmingKm,next_4_days,-0.048260048755841445,0.033135794804122515,True
tracker_mean_denivelation,swimmingKm,next_day,-0.04843618409622105,0.03849366853644483,True
swimmingKm,cycling,next_5_days,-0.0485732243258881,0.03201082337251433,True
surfing,timeDrivingCar,next_3_days,-0.04859764351390314,0.03192449753186056,True
cycling,climbing,same_day,-0.048633199396386724,0.03175527844416119,True
climbing,cycling,same_day,-0.048633199396386745,0.03175527844416119,True
foreheadEyesPain,climbing,next_4_days,-0.048636526734433305,0.03178745055193595,True
foreheadEyesPain,viaFerrata,next_3_days,-0.04888787176555014,0.03091366880312528,True
kneePain,swimmingKm,next_5_days,-0.0488970292264808,0.030882226477440308,True
kneePain,tracker_mean_distance,next_5_days,-0.04893608376108056,0.030748439747139766,True
swimming,cycling,next_4_days,-0.04899206350954223,0.030557540749231983,True
surfing,swimming,next_2_days,-0.049325598180304145,0.029441096183521812,True
swimmingKm,climbingMaxEffortIntensity,next_2_days,-0.049337552087681535,0.029401742233802455,True
kneePain,climbingDenivelation,next_day,-0.049415706544771995,0.029145559353193497,True
climbingMeanEffortIntensity,manicTimeDelta_corrected,next_4_days,-0.049501537671742944,0.0288664269087694,True
tracker_mean_denivelation,swimming,next_day,-0.04989299495578513,0.033016600699539635,True
tracker_mean_distance,swimmingKm,next_5_days,-0.0500701017658494,0.02707483564865333,True
swimmingKm,kneePain,next_4_days,-0.050082594530476254,0.02703657166309905,True
climbing,manicTimeDelta_corrected,next_4_days,-0.050104787363397706,0.02696871244208764,True
swimmingKm,tracker_mean_distance,next_day,-0.05013794576686693,0.026867597467829518,True
surfing,swimmingKm,next_2_days,-0.05017101610459561,0.026767076997694032,True
swimmingKm,tracker_mean_denivelation,next_day,-0.050371392566125286,0.03132348842293478,True
foreheadEyesPain,climbingDenivelation,next_2_days,-0.050469717033885725,0.025873756289389194,True
foreheadEyesPain,climbingMaxEffortIntensity,next_5_days,-0.0504735585692987,0.02586243730835755,True
swimmingKm,kneePain,next_3_days,-0.05062027693601548,0.02543332602445755,True
wholeArm,climbingMeanEffortIntensity,next_4_days,-0.05081970361427421,0.024859936256328655,True
climbing,manicTimeDelta_corrected,next_day,-0.05115773717824799,0.023913560631674928,True
tracker_mean_denivelation,swimming,next_5_days,-0.05117593608807339,0.028759224540707857,True
swimmingKm,climbing,next_2_days,-0.05119606548174508,0.02380825152483508,True
climbingMeanEffortIntensity,kneePain,next_2_days,-0.05120836951636159,0.023774530859108946,True
swimmingKm,climbingMeanEffortIntensity,next_3_days,-0.05122686320890312,0.023723924581438773,True
wholeArm,surfing,next_2_days,-0.05125140992043116,0.023656899024882275,True
kneePain,viaFerrata,next_5_days,-0.0517591519916746,0.02230685355585536,True
swimming,cycling,next_2_days,-0.05182260595244063,0.02214293297909191,True
swimmingKm,climbingMeanEffortIntensity,next_4_days,-0.05191711982039576,0.021900716502866832,True
wholeArm,tracker_mean_distance,next_2_days,-0.05206486103385137,0.021526705796338266,True
kneePain,viaFerrata,next_3_days,-0.052134020820751234,0.021353543743277734,True
wholeArm,tracker_mean_distance,next_day,-0.052384440543725715,0.02073664437752949,True
climbingDenivelation,foreheadEyesPain,same_day,-0.05246554626316055,0.020507764404227437,True
foreheadEyesPain,climbingDenivelation,same_day,-0.05246554626316055,0.020507764404227437,True
timeDrivingCar,swimmingKm,next_day,-0.05251675029501865,0.020417016584122982,True
swimmingKm,kneePain,next_2_days,-0.052531521302776496,0.02038160130738745,True
swimming,tracker_mean_denivelation,next_day,-0.052899805907470135,0.023749697053091358,True
swimmingKm,kneePain,next_5_days,-0.053046041129778815,0.01918094122169569,True
wholeArm,surfing,next_3_days,-0.053057557615650244,0.0191547891476543,True
